Monitoring Stations,Month,Year,pH (units),Ammonia (mg/L),Nitrate (mg/L),Inorganic Phosphate (mg/L),BOD (mg/l),Dissolved Oxygen (mg/l),Total coliforms (MPN/100ml),Phytoplankton (cells/ml),Wind,Condition,Day,Time,Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Precip.,Date
Stn II (East Bay),1,2015,8.3,0.10471805668016199,0.6442817647058832,0.10171999999999995,1.7379999999999998,7.9,,2246.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn. IV (Central Bay),1,2015,8.4,0.06946000000000001,0.2822199999999999,0.09162000000000006,1.535,8.9,,14941.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn V (Northern West Bay),1,2015,8.5,0.1183738461538461,0.8883897385620917,0.1765299999999999,1.7079999999999997,8.9,,2706.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn VIII (South Bay),1,2015,8.3,0.12294384615384608,0.9339252941176472,0.18184999999999996,1.6869999999999998,8.0,,2806.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn XV (San Pedro),1,2015,8.6,0.12965164481717115,1.817221764705883,0.12126999999999999,1.2569999999999997,9.4,,1426.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn.XVI (Sta Rosa),1,2015,8.5,0.07203999999999997,0.9809600000000003,0.09012000000000003,1.85,9.6,,41364.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn XVII (Sanctuary),1,2015,8.5,0.20120999999999992,0.9635700000000003,0.08952000000000002,2.01,8.7,,48252.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn XVIII (Pagsanjan),1,2015,8.4,0.06281000000000002,0.34148000000000034,0.08260000000000002,1.475,8.7,,12106.0,6.0,3.0,7,650.0,25.791666666666668,21.125,76.0,8.458333333333334,0.0,1010.2000000000002,0.0,2015-01-07
Stn. I (Central West Bay),2,2015,8.5,0.07622999999999996,0.5729499999999996,0.09968999999999997,1.8835384615384618,8.2,,1423.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn II (East Bay),2,2015,8.4,0.03299999999999996,0.30745000000000017,0.10159999999999997,2.083,8.3,,2629.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn. IV (Central Bay),2,2015,8.2,0.16291999999999987,0.50984,0.08921999999999997,1.8505384615384615,8.1,,726.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn V (Northern West Bay),2,2015,8.7,0.04033999999999996,0.5811499999999996,0.10012999999999998,1.8775384615384618,8.2,,1473.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn VIII (South Bay),2,2015,8.3,0.17040999999999992,0.5186399999999999,0.09113999999999997,1.8515384615384614,8.0,,953.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn XV (San Pedro),2,2015,8.5,0.03715999999999997,0.30745000000000017,0.10155999999999997,2.083,8.7,,2643.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn.XVI (Sta Rosa),2,2015,8.5,0.03877187499999997,0.27300000000000024,0.10443999999999992,1.92,8.2,,3608.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn XVII (Sanctuary),2,2015,8.4,0.11711083333333323,0.21228000000000014,0.09426,1.8775980392156861,8.6,,22390.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn XVIII (Pagsanjan),2,2015,8.4,0.039839999999999966,0.25898000000000027,0.10369999999999992,1.92,8.6,,3513.0,6.0,3.0,3,650.0,25.375,17.458333333333332,62.625,10.166666666666666,0.0,1015.1429166666668,0.0,2015-02-03
Stn. I (Central West Bay),3,2015,7.9,0.12842000000000017,0.23048000000000024,0.10370999999999998,1.55,8.5,,14933.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn II (East Bay),3,2015,8.0,0.05271999999999997,0.2538800000000004,0.0815399999999999,1.73,7.5,,5733.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn. IV (Central Bay),3,2015,7.9,0.05218999999999995,0.1520900000000002,0.07647999999999999,2.325,8.2,,36200.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn V (Northern West Bay),3,2015,8.0,0.11803000000000015,0.23330000000000023,0.09775999999999999,1.54,7.7,,15320.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn VIII (South Bay),3,2015,7.8,0.052389999999999964,0.2538800000000004,0.0815399999999999,1.76,7.6,,5655.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn XV (San Pedro),3,2015,8.2,0.08514999999999998,0.23774200000000023,0.09934000000000007,1.61,8.5,,17675.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn.XVI (Sta Rosa),3,2015,8.2,0.045696363636363604,0.27098000000000033,0.09054000000000001,1.56,8.7,,10373.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn XVII (Sanctuary),3,2015,8.3,0.05437999999999994,0.12760000000000013,0.08409999999999998,1.6033333333333335,8.8,,21513.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn XVIII (Pagsanjan),3,2015,8.3,0.06067999999999997,0.27630000000000027,0.09506000000000002,1.63,8.8,,9483.0,6.0,1.0,3,650.0,27.20833333333333,18.875,61.25,19.375,0.0,1009.70125,0.0,2015-03-03
Stn. I (Central West Bay),4,2015,7.7,0.0625631578947368,0.0925,0.26526000000000033,2.525,8.1,,54648.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn II (East Bay),4,2015,7.8,0.05857833333333331,0.1926,0.2812700000000003,2.2,8.0,,4777.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn. IV (Central Bay),4,2015,7.8,0.10976000000000007,0.17123000000000016,0.18445999999999996,1.995,8.7,,15089.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn V (Northern West Bay),4,2015,7.8,0.0633698245614035,0.1007,0.21228000000000008,2.53,7.4,,62059.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn VIII (South Bay),4,2015,7.9,0.04891000000000001,0.3206899999999997,0.25338000000000027,2.16,8.1,,3130.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn XV (San Pedro),4,2015,8.0,0.053089999999999964,0.15643000000000007,0.27600000000000025,2.155,8.2,,9409.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn.XVI (Sta Rosa),4,2015,8.0,0.05497999999999997,0.06552999999999999,0.2721000000000004,2.695,7.1,,28643.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn XVII (Sanctuary),4,2015,8.0,0.05188999999999999,0.10490000000000008,0.1534400000000001,1.97,7.8,,19482.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn XVIII (Pagsanjan),4,2015,7.9,0.04399999999999997,0.19112999999999997,0.28236000000000033,2.31,8.4,,6557.0,6.0,1.0,7,650.0,28.20833333333333,19.916666666666668,58.333333333333336,15.208333333333334,1.7916666666666667,1009.0758333333332,0.0,2015-04-07
Stn. I (Central West Bay),5,2015,7.4,0.018928068181818178,0.02728999999999999,0.15755000000000016,3.33,9.3,,48245.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn II (East Bay),5,2015,7.6,0.015076250000000003,0.05643999999999998,0.12518000000000004,2.492409090909091,8.8,,7326.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn. IV (Central Bay),5,2015,7.9,0.029378068181818113,0.040539999999999986,0.15603000000000017,3.12,9.2,,38832.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn V (Northern West Bay),5,2015,7.9,0.01954625,0.04906999999999995,0.1607800000000002,2.764,11.5,,15410.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn VIII (South Bay),5,2015,8.4,0.06334624999999994,0.05094571428571424,0.13972999999999994,2.5503357753357756,9.0,,2232.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn XV (San Pedro),5,2015,7.7,0.017064821428571433,0.02145000000000001,0.1536800000000002,2.933076923076923,9.2,,30068.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn.XVI (Sta Rosa),5,2015,7.5,0.02214624999999999,0.025119999999999955,0.1508100000000001,2.499,7.1,,14424.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn XVII (Sanctuary),5,2015,7.8,0.01944625,0.03986999999999992,0.14398000000000016,2.424,9.5,,15460.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn XVIII (Pagsanjan),5,2015,7.8,0.018316249999999992,0.04809999999999997,0.13873000000000002,2.457409090909091,9.0,,4116.0,17.0,3.0,5,650.0,30.875,22.45833333333333,62.66666666666666,10.083333333333334,0.0,1006.95625,0.0,2015-05-05
Stn. I (Central West Bay),6,2015,7.4,0.09887999999999997,0.04503999999999996,0.15877,3.83,9.8,,13033.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn II (East Bay),6,2015,8.4,0.10767000000000002,0.04694999999999996,0.14548000000000008,2.94,8.4,,10951.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn. IV (Central Bay),6,2015,8.7,0.06477999999999993,0.047069999999999966,0.13127000000000003,3.16,8.7,,54043.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn V (Northern West Bay),6,2015,8.3,0.04533999999999997,0.04864999999999996,0.09599999999999989,2.37,8.2,,21188.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn VIII (South Bay),6,2015,8.1,0.06728999999999993,0.053025714285714315,0.12115000000000013,2.7472727272727275,7.9,,2343.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XV (San Pedro),6,2015,8.6,0.05822000000000001,0.05034999999999995,0.11522000000000009,2.7,8.8,,6309.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn.XVI (Sta Rosa),6,2015,7.1,0.09887999999999997,0.039499999999999924,0.15877,3.89,8.8,,13287.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XVII (Sanctuary),6,2015,8.4,0.06595500000000003,0.04632999999999996,0.12290000000000008,2.61,8.9,,7949.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn XVIII (Pagsanjan),6,2015,8.7,0.06105999999999996,0.04831999999999995,0.10694999999999993,2.77,7.9,,18592.0,6.0,1.0,2,650.0,31.916666666666668,23.08333333333333,60.083333333333336,11.583333333333334,0.0,1007.7875,0.0,2015-06-02
Stn. I (Central West Bay),7,2015,8.4,0.24883578947368418,0.45242805668016217,0.172,5.683464646464647,7.6,,349.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn II (East Bay),7,2015,8.7,0.051070000000000004,0.17503000000000024,0.16918000000000014,2.34,9.8,,21597.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn. IV (Central Bay),7,2015,9.3,0.08723000000000003,0.060017999999999926,0.16000000000000011,3.42,11.7,,18570.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn V (Northern West Bay),7,2015,8.3,0.2467242105263158,1.3803972874493926,0.17074,5.631242424242425,12.8,,488.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn VIII (South Bay),7,2015,8.6,0.05273999999999998,0.2155400000000002,0.15234000000000011,2.38,11.1,,44271.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XV (San Pedro),7,2015,8.3,0.08442,0.06619599999999996,0.14762999999999993,3.1,8.6,,7592.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn.XVI (Sta Rosa),7,2015,8.7,0.09226999999999999,0.19394000000000033,0.16479000000000008,2.72,11.0,,52163.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XVII (Sanctuary),7,2015,8.5,0.04881571428571427,0.10085000000000016,0.15054000000000015,2.44,10.2,,28234.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn XVIII (Pagsanjan),7,2015,8.6,0.05005,0.15778000000000023,0.16637000000000016,2.34,10.6,,21307.0,11.0,5.0,8,657.1851851851852,26.40740740740741,26.07407407407408,98.22222222222224,9.074074074074074,2.111111111111111,1001.8807407407407,0.0,2015-07-08
Stn. I (Central West Bay),8,2015,9.3,0.05284999999999997,0.029519999999999963,0.09536000000000001,4.58,12.2,,65199.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn II (East Bay),8,2015,8.3,0.05413999999999997,0.04009999999999994,0.08642999999999997,4.43,7.2,,16289.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn. IV (Central Bay),8,2015,9.0,0.05818999999999997,0.046059999999999955,0.06423999999999996,3.58,11.3,,36745.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn V (Northern West Bay),8,2015,9.2,0.05926,0.04270999999999994,0.14155999999999996,3.96,18.3,,96840.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn VIII (South Bay),8,2015,8.5,0.06129999999999997,0.04074999999999994,0.08641000000000004,5.24,8.3,,12369.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XV (San Pedro),8,2015,8.5,0.04812999999999997,0.03758999999999995,0.08352,4.26,11.6,,18283.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn.XVI (Sta Rosa),8,2015,8.1,0.05164999999999995,0.035889999999999936,0.10437000000000003,4.39,9.9,,80398.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XVII (Sanctuary),8,2015,7.8,0.05852,0.028979999999999964,0.10091,3.51,9.7,,29213.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn XVIII (Pagsanjan),8,2015,8.3,0.05150999999999998,0.05634999999999993,0.08508999999999999,4.38,9.1,,15318.0,13.0,2.0,4,688.7037037037037,28.77777777777778,24.703703703703702,79.5925925925926,11.555555555555555,3.851851851851852,1005.2840740740742,0.0,2015-08-04
Stn. I (Central West Bay),9,2015,8.5,0.02816999999999997,0.04683999999999995,0.06739999999999995,2.12,5.8,,16140.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn II (East Bay),9,2015,8.7,0.029119999999999976,0.04796999999999993,0.06901999999999994,2.235,8.6,,18790.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn. IV (Central Bay),9,2015,8.4,0.03053999999999999,0.05502999999999991,0.09564999999999996,2.19,7.1,,15312.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn V (Northern West Bay),9,2015,7.8,0.11248357142857131,0.3798564285714287,0.17345000000000005,1.9128676617500144,7.3,,246.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn VIII (South Bay),9,2015,9.1,0.02496833333333331,0.07016999999999993,0.15373999999999988,2.81,9.0,,38292.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XV (San Pedro),9,2015,8.6,0.031269999999999964,0.09310833333333335,0.1057899999999999,2.32,9.6,,4326.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn.XVI (Sta Rosa),9,2015,8.4,0.023178333333333315,0.06471999999999993,0.1524199999999999,2.79,8.0,,36690.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XVII (Sanctuary),9,2015,7.8,0.02816999999999997,0.04683999999999995,0.06739999999999995,2.12,8.0,,16102.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn XVIII (Pagsanjan),9,2015,8.8,0.02340999999999999,0.04768999999999992,0.07577999999999999,2.3375,8.6,,20696.0,13.0,2.0,1,650.0,28.95833333333333,24.45833333333333,77.04166666666667,7.416666666666667,0.0,1008.0783333333334,0.0,2015-09-01
Stn. I (Central West Bay),10,2015,8.4,0.1271862393162392,0.4055918333333336,0.17312000000000005,2.0,7.6,,423.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn II (East Bay),10,2015,8.0,0.05747000000000003,0.2188900000000001,0.13258,2.0,6.1,,4347.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn. IV (Central Bay),10,2015,8.2,0.11495923076923072,0.2581966666666667,0.16603000000000004,2.0,7.4,,702.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn V (Northern West Bay),10,2015,7.6,0.07082076923076927,0.47908683333333313,0.1367299999999999,4.0,5.3,,3166.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn VIII (South Bay),10,2015,8.1,0.11399999999999996,0.0759899999999999,0.12703999999999993,3.0,7.6,,49189.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XV (San Pedro),10,2015,8.0,0.11495923076923072,0.2581966666666667,0.16603000000000004,3.0,7.0,,703.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn.XVI (Sta Rosa),10,2015,8.7,0.12090999999999999,0.10030000000000004,0.14085999999999987,3.0,8.2,,52647.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XVII (Sanctuary),10,2015,8.2,0.11868923076923078,0.32421999999999973,0.16232999999999997,2.0,7.0,,917.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn XVIII (Pagsanjan),10,2015,7.9,0.07535769230769232,0.3073800000000001,0.13702999999999996,4.0,7.0,,2288.0,17.0,1.0,5,668.8,27.92,25.36,86.76,6.12,0.0,1011.04,0.0,2015-10-05
Stn. I (Central West Bay),11,2015,7.9,0.04321999999999998,0.0609639130434782,0.11710999999999996,2.0,6.8,,2656.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn II (East Bay),11,2015,8.0,0.06303206349206344,0.0519399999999999,0.11501999999999994,2.0,7.2,,9752.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn. IV (Central Bay),11,2015,7.8,0.05884928571428565,0.05619999999999993,0.13356000000000004,3.0,6.7,,4134.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn V (Northern West Bay),11,2015,7.8,0.06618428571428568,0.05209999999999991,0.11411999999999994,2.0,6.5,,9309.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn VIII (South Bay),11,2015,8.3,0.056939285714285665,0.04113999999999993,0.11191999999999998,2.0,6.8,,12092.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XV (San Pedro),11,2015,7.8,0.05646428571428569,0.05900999999999994,0.12541000000000005,2.0,6.5,,4279.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn.XVI (Sta Rosa),11,2015,7.8,0.048786923076923054,0.042989999999999966,0.13840999999999995,2.0,7.2,,45563.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XVII (Sanctuary),11,2015,7.8,0.052439999999999945,0.02498999999999996,0.17171999999999998,2.0,7.1,,67397.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn XVIII (Pagsanjan),11,2015,7.7,0.05645928571428566,0.04209999999999994,0.11346999999999996,1.0,7.1,,11859.0,5.0,3.0,3,650.0,28.75,24.0,77.25,10.458333333333334,0.0,1010.2833333333334,0.0,2015-11-03
Stn. I (Central West Bay),12,2015,8.4,0.035185294117647016,0.33086000000000004,0.14904,2.0,8.5,,5616.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn II (East Bay),12,2015,9.6,0.035718571428571405,0.25946000000000013,0.10947999999999984,3.0,8.1,,9664.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn. IV (Central Bay),12,2015,7.6,0.0326947058823529,0.39776093285799147,0.12242000000000004,4.0,7.2,,3400.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn V (Northern West Bay),12,2015,8.5,0.04642853246753242,0.6125203008021392,0.15154000000000012,3.0,8.5,,1416.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn VIII (South Bay),12,2015,8.6,0.04682705882352937,0.37512118939393935,0.13314000000000006,3.0,8.0,,4110.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XV (San Pedro),12,2015,8.5,0.03162142857142856,0.43943166666666655,0.13575000000000007,3.0,8.3,,2050.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn.XVI (Sta Rosa),12,2015,8.2,0.15005380519480516,0.5586877973856209,0.1584600000000001,3.0,8.6,,600.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XVII (Sanctuary),12,2015,8.4,0.048682307692307664,0.48374000000000045,0.10886999999999995,3.0,8.0,,21890.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
Stn XVIII (Pagsanjan),12,2015,8.5,0.04682705882352937,0.37512118939393935,0.13314000000000006,3.0,8.0,,4108.0,6.0,2.0,1,650.0,27.70833333333333,23.375,77.66666666666667,8.25,0.0,1010.4083333333334,0.0,2015-12-01
